time,L_YAW_pos,L_HAA_pos,L_HFE_pos,L_KFE_pos,L_ANKLE_pos,R_YAW_pos,R_HAA_pos,R_HFE_pos,R_KFE_pos,R_ANKLE_pos,L_YAW_vel,L_HAA_vel,L_HFE_vel,L_KFE_vel,L_ANKLE_vel,R_YAW_vel,R_HAA_vel,R_HFE_vel,R_KFE_vel,R_ANKLE_vel,vel_x_BF,vel_y_BF,vel_z_BF,normal_vec_x_BF,normal_vec_y_BF,normal_vec_z_BF,omega_x,omega_y,omega_z,L_YAW_tau_ff,L_HAA_tau_ff,L_HFE_tau_ff,L_KFE_tau_ff,L_ANKLE_tau_ff,R_YAW_tau_ff,R_HAA_tau_ff,R_HFE_tau_ff,R_KFE_tau_ff,R_ANKLE_tau_ff,L_YAW_q_des,L_HAA_q_des,L_HFE_q_des,L_KFE_q_des,L_ANKLE_q_des,R_YAW_q_des,R_HAA_q_des,R_HFE_q_des,R_KFE_q_des,R_ANKLE_q_des,L_YAW_q_vel des,L_HAA_q_vel des,L_HFE_q_vel des,L_KFE_q_vel des,L_ANKLE_q_vel des,R_YAW_q_vel des,R_HAA_q_vel des,R_HFE_q_vel des,R_KFE_q_vel des,R_ANKLE_q_vel des
1684706462.6888845,0.012987885586685623,0.027366374198556052,0.7742501887565008,-1.495356929250465,0.20349787280364268,-0.012640976950004428,0.03515776222440172,0.7302733717567574,-1.0255800939283641,0.2545435330620873,10.066802313077465,2.961521441166342,-38.82569402600963,79.07155388386003,-214.8820780018485,-4.934709511236349,-0.9213258000302949,-32.07695291920985,49.78043146405456,-54.18199766057177,-0.4141469607081008,0.050555127749619115,-0.4893788484688984,-0.011775979332085731,0.01294554674940124,-0.9998468578388039,-1.8837651935835644,3.9265237160722664,0.5957242738614812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.6908846,0.03722990089556791,0.03355897392855093,0.671312178114591,-1.3140470310052361,-0.16892614549051121,-0.02311725750535975,0.03351830208697883,0.666094105592482,-0.9317703960744596,0.15633655977357577,13.715330050757554,2.808055419061492,-62.15358923966954,93.70180586560744,-114.2050971340086,-5.731482139488949,-0.5207654202539956,-32.05194159907669,44.244530337464,-44.370296159378164,-0.5237610910211035,-0.032210159279118425,-0.7209184793273113,-0.0012456839657682978,0.01512617445296246,-0.9998848169253676,-1.8532370145557884,6.22301089779741,2.7410016002612974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.6928847,0.0642883508116856,0.03936901645832738,0.5367559407903557,-1.1273811209108902,-0.28710712137209177,-0.03558839691043127,0.03392585494012493,0.6031667995196806,-0.8483516825799855,0.07596419971724437,13.325767303513311,3.044116584497834,-72.10001121107578,93.5299329412018,-5.028364121931574,-6.788222223594276,0.9895508046677078,-30.9632168809426,39.50794846006072,-36.33989534960705,-0.5947689805725267,-0.08455072865578424,-0.8720872529128959,0.013187830078549373,0.02115288856061575,-0.9996892699450974,-2.797584859768078,7.430623975013508,4.772005118905254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.6948848,0.08557349127680217,0.04653465582850129,0.39956977094934265,-0.9532566473266987,-0.23624203420424122,-0.04933083627796557,0.037852631048139705,0.5432399823057786,-0.7730581046415136,0.009863985640974876,7.8387775933514705,4.311717728118175,-63.449004406355336,79.44314115301506,47.87577311928658,-6.763401008108751,2.843403412975828,-29.104165044718297,36.148405644802736,-30.063177114615602,-0.5856881613963508,-0.07833921049956248,-1.0039805842568996,0.029115129372051025,0.02986376474721681,-0.9991298538211995,-4.047504894380003,7.3795369063586,5.445949113253533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.6968849,0.09576064887332059,0.05647365308653076,0.28299458402220024,-0.8083221167468848,-0.1333188119069714,-0.06200927905004359,0.04487596958284314,0.4870877663351407,-0.7033248403707052,-0.045111881834445276,2.939685408373557,5.433473112857218,-53.56881697512269,66.09249266453187,47.65478396404288,-5.844664049996188,4.025608966760209,-27.256692435538106,33.91274115000834,-25.1740031094377,-0.5546715379298749,-0.06782736818683323,-1.1607211455117394,0.04447450171344838,0.03904813889540152,-0.9982470944341119,-4.7750772050763315,6.810227167290199,5.464387594296091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.698885,0.09746839079491793,0.06812489764381728,0.18499677837699635,-0.6876992627036427,-0.045359653426136085,-0.07225528588496061,0.05361927669348609,0.4344593813171029,-0.6371534483788395,-0.09145647377687327,-0.8574306529870555,6.108294211800429,-44.935692237919696,55.246397925549395,40.384041941972,-4.403486676575049,4.621786033933188,-25.603444602833818,32.581324419676854,-21.406300899474633,-0.5179470865163417,-0.059856543717671205,-1.3283477038912526,0.058441470655413476,0.04792031306139177,-0.9971400293357653,-5.067546657099776,5.96660553248002,5.14815027581746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.700885,0.09273745067691705,0.08071689170536206,0.10304014079075068,-0.5865386695513682,0.028617357826344086,-0.0792682007828821,0.06306451729143175,0.38491728926622054,-0.5729313399727715,-0.1311861367952894,-3.523258429610171,6.391795343543156,-37.524081479780854,46.609608232763996,33.682300779979194,-2.651580317560164,4.757744785402995,-24.174831899421797,31.96255983069502,-18.5419657831061,-0.4795662325596559,-0.053897516435881025,-1.4928266841267899,0.07051915573870705,0.05601858349863144,-0.9959362263602562,-5.031831032521252,4.951526595996613,4.595349778824564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.7028852,0.08366446721039529,0.09350964605517373,0.03498172073361064,-0.5010417677683304,0.08966566834981077,-0.0826037330255931,0.07240067231599562,0.33803770377077,-0.5094262248320439,-0.16590946945626653,-5.176196073689176,6.31402869267281,-31.10163105003912,39.65551432116357,27.548662809082852,-0.7546084000253284,4.534050335407488,-22.94414600817419,31.865672299846526,-16.38685293752772,-0.4415856650824003,-0.04898254758121739,-1.6423715344871932,0.08036023480559305,0.06301815855185113,-0.9947718051667546,-4.745037067692983,3.826796886622291,3.8595487315921098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.7048852,0.07191050045506417,0.10585289988321069,-0.020717505411686606,-0.4286123851360941,0.13881146579478582,-0.082109352616399,0.08098973529435607,0.29348981033005556,-0.44580442430596723,-0.19685743046067833,-6.107625839070241,5.92033689742458,-25.32697673062413,33.755455914442706,21.88976914149731,1.1603353657684443,4.020456328207079,-21.853209796085554,32.08377118306436,-14.756587671091268,-0.40531653603522444,-0.04359619053899234,-1.7677564640281993,0.08772350544234321,0.06867495780411265,-0.9937747917730209,-4.25008571866265,2.641504718416224,2.9738580580164378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684706462.7068853,0.05873185812307348,0.11707923235583079,-0.06484509865184629,-0.3679803753664673,0.17729986713526608,-0.07778567395293044,0.08824471014040891,0.25113337277482356,-0.3817406619260038,-0.22483045698849619,-6.5010600256574,5.186901799834018,-19.880899004868787,28.330041110736857,16.80375536898319,3.040830740303127,3.213670439433361,-20.78508799718056,32.31996464654282,-13.414383600527138,-0.3718519354761598,-0.036584431346109995,-1.8648216058070002,0.09244822860662283,0.07277961557594641,-0.9930541035533336,-3.53259619427162,1.4400295554623534,1.965105798610493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
